elapsed_sec,latency_ms,target_pressure_pct,actual_pressure_pct
415.700711,3.405649,0.0,70.010221
416.354231,3.414379,0.0,70.009122
417.00259,3.242397,0.0,70.006971
417.650352,2.934034,0.0,70.005308
418.301878,3.039175,0.0,70.005092
418.956266,3.122856,0.0,70.006215
419.608265,3.279788,0.0,70.004367
420.262316,3.370819,0.0,70.009238
420.915467,3.117336,0.0,70.008382
421.563226,2.934284,0.0,70.008883
422.20913,2.989874,0.0,70.011641
422.859394,3.054566,0.0,70.007384
423.511904,3.187977,0.0,70.015816
424.163808,3.065675,0.0,70.013204
424.815861,3.364759,0.0,70.009335
425.469507,2.920494,0.0,70.010673
426.117239,3.325748,0.0,70.012409
426.767185,3.021085,0.0,70.011644
427.415125,2.937164,0.0,70.011614
428.077012,3.526641,0.0,70.009344
428.726812,3.155546,0.0,70.010102
429.380722,3.127636,0.0,70.011926
430.05393,3.222798,0.0,70.010467
430.711285,3.52239,0.0,70.00376
431.358794,3.284358,0.0,69.999145
432.005849,3.169877,0.0,70.004953
432.65548,2.980204,0.0,70.008443
433.304241,3.535681,0.0,70.010479
433.958637,3.121156,0.0,70.004604
434.608438,3.201537,0.0,70.009423
435.258751,3.345939,0.0,70.005208
435.907227,3.45524,0.0,70.00559
436.555176,2.809852,0.0,70.005781
437.204247,2.514899,0.0,70.008309
437.851832,2.902704,0.0,70.005487
438.500291,2.968814,0.0,70.005487
439.149866,3.137087,0.0,70.006607
439.79581,3.291178,0.0,70.007563
440.44489,2.854283,0.0,70.006543
441.102041,2.536449,0.0,70.004128
441.757873,3.514071,0.0,70.002613
442.402633,3.039225,0.0,70.006051
443.058003,2.6504,0.0,70.00935
443.71506,2.810103,0.0,70.00373
444.367659,3.328358,0.0,70.006106
445.02694,3.254138,0.0,70.004868
445.685004,2.839803,0.0,70.008088
446.331977,3.199267,0.0,70.006686
446.985074,2.849473,0.0,70.000908
447.635902,3.562761,0.0,70.000908
448.287721,3.200007,0.0,70.003442
448.944881,3.332008,0.0,70.008846
449.600672,3.42912,0.0,70.015683
450.246926,2.968834,0.0,70.009222
450.900898,3.253888,0.0,70.00139
451.551306,3.060825,0.0,70.004304
452.202364,3.281588,0.0,70.004901
452.854344,3.196237,0.0,70.007001
453.504926,2.942504,0.0,70.003244
454.162301,3.007215,0.0,70.003093
454.808674,2.816262,0.0,70.008609
455.473542,2.917714,0.0,70.007393
456.120243,2.940734,0.0,70.009204
456.771275,3.178497,0.0,70.006288
457.424083,2.964874,0.0,70.008989
458.078557,2.718852,0.0,70.009262
458.731938,2.961444,0.0,70.008549
459.391946,3.136306,0.0,70.009395
460.045717,2.778762,0.0,70.012612
460.695231,2.509369,0.0,70.008127
461.343986,2.907004,0.0,70.006179
461.993897,2.997855,0.0,70.008713
462.647937,3.162636,0.0,70.004085
463.306378,2.985734,0.0,70.007766
463.967983,2.729632,0.0,70.008403
464.634352,3.245118,0.0,70.008115
465.28014,2.832172,0.0,70.006667
465.93359,3.134087,0.0,70.01554
466.585744,3.105885,0.0,70.013158
467.240487,2.928554,0.0,70.008094
467.889798,2.859133,0.0,70.014093
468.545511,2.948704,0.0,70.015392
469.195475,3.499911,0.0,70.013507
469.844949,2.63051,0.0,70.008169
470.494888,2.928604,0.0,70.008743
471.148696,3.065676,0.0,70.011271
471.805188,2.807012,0.0,70.006182
472.455463,3.266168,0.0,70.003248
473.11269,2.840503,0.0,70.003424
473.764328,2.825292,0.0,70.001946
474.415198,2.911464,0.0,70.004662
475.065494,2.700341,0.0,70.003688
475.714972,3.106376,0.0,70.003417
476.368334,3.148886,0.0,70.003609
477.015095,2.815993,0.0,70.001378
477.665988,3.372229,0.0,70.001952
478.314584,3.265628,0.0,70.004486
